title,wiki_page,category,has_female_protagonist,evidence_type,evidence_sentence
World of Warcraft: The Burning Crusade,https://en.wikipedia.org/wiki/World_of_Warcraft%3A_The_Burning_Crusade,Video games about demons,False,,
Wrath of the Demon,https://en.wikipedia.org/wiki/Wrath_of_the_Demon,Video games about demons,False,,
Xak I & II,https://en.wikipedia.org/wiki/Xak_I_%26_II,Video games about demons,False,,
Xak II: Rising of the Redmoon,https://en.wikipedia.org/wiki/Xak_II%3A_Rising_of_the_Redmoon,Video games about demons,False,,
Xak III: The Eternal Recurrence,https://en.wikipedia.org/wiki/Xak_III%3A_The_Eternal_Recurrence,Video games about demons,False,,
Xak: The Art of Visual Stage,https://en.wikipedia.org/wiki/Xak%3A_The_Art_of_Visual_Stage,Video games about demons,False,,
Xak: The Tower of Gazzel,https://en.wikipedia.org/wiki/Xak%3A_The_Tower_of_Gazzel,Video games about demons,False,,
Avenging Spirit,https://en.wikipedia.org/wiki/Avenging_Spirit,Video games about ghosts; Video games about spirit possession,False,,
Beyond: Two Souls,https://en.wikipedia.org/wiki/Beyond%3A_Two_Souls,Video games about ghosts; Video games about spirit possession,False,,
The Council (video game),https://en.wikipedia.org/wiki/The_Council_%28video_game%29,Video games about spirit possession,False,,
Driver: San Francisco,https://en.wikipedia.org/wiki/Driver%3A_San_Francisco,Video games about spirit possession,False,,
Fahrenheit (2005 video game),https://en.wikipedia.org/wiki/Fahrenheit_%282005_video_game%29,Video games about spirit possession,False,,
Final Fantasy VIII,https://en.wikipedia.org/wiki/Final_Fantasy_VIII,Video games about spirit possession,False,,
Final Fantasy X-2,https://en.wikipedia.org/wiki/Final_Fantasy_X-2,Video games about spirit possession,False,,
Ghost 1.0,https://en.wikipedia.org/wiki/Ghost_1.0,Video games about spirit possession,False,,
Ghost Trick: Phantom Detective,https://en.wikipedia.org/wiki/Ghost_Trick%3A_Phantom_Detective,Video games about ghosts; Video games about spirit possession,False,,
Ghostbusters: Rise of the Ghost Lord,https://en.wikipedia.org/wiki/Ghostbusters%3A_Rise_of_the_Ghost_Lord,Ghostbusters video games; Video games about spirit possession,False,,
Ghostbusters: Spirits Unleashed,https://en.wikipedia.org/wiki/Ghostbusters%3A_Spirits_Unleashed,Ghostbusters video games; Video games about spirit possession,False,,
Ghostbusters: The Video Game,https://en.wikipedia.org/wiki/Ghostbusters%3A_The_Video_Game,Ghostbusters video games; Video games about spirit possession,False,,
Ghostwire: Tokyo,https://en.wikipedia.org/wiki/Ghostwire%3A_Tokyo,Video games about ghosts; Video games about spirit possession,False,,
Ico,https://en.wikipedia.org/wiki/Ico,Video games about spirit possession,True,protagonist+she,"ueda intentionally left the ending vague, not stating whether yorda was alive, whether she would travel with ico, or if it was simply the protagonist's dream"
Lost Ember,https://en.wikipedia.org/wiki/Lost_Ember,Video games about spirit possession,False,,
Messiah (video game),https://en.wikipedia.org/wiki/Messiah_%28video_game%29,Video games about spirit possession,False,,
Nightmare (Soulcalibur),https://en.wikipedia.org/wiki/Nightmare_%28Soulcalibur%29,Video games about spirit possession; Ghost characters in video games; Demon characters in video games,False,,
Oninaki,https://en.wikipedia.org/wiki/Oninaki,Video games about spirit possession,False,,
Pandora's Tower,https://en.wikipedia.org/wiki/Pandora%27s_Tower,Video games about spirit possession,False,,
Phoenix Wright: Ace Attorney – Justice for All,https://en.wikipedia.org/wiki/Phoenix_Wright%3A_Ace_Attorney_%E2%80%93_Justice_for_All,Video games about spirit possession,False,,
Phoenix Wright: Ace Attorney – Trials and Tribulations,https://en.wikipedia.org/wiki/Phoenix_Wright%3A_Ace_Attorney_%E2%80%93_Trials_and_Tribulations,Video games about spirit possession,False,,
Poison Control,https://en.wikipedia.org/wiki/Poison_Control,Video games about spirit possession,False,,
Psi-Ops: The Mindgate Conspiracy,https://en.wikipedia.org/wiki/Psi-Ops%3A_The_Mindgate_Conspiracy,Video games about spirit possession,False,,
Punch Line (video game),https://en.wikipedia.org/wiki/Punch_Line_%28video_game%29,Video games about ghosts; Video games about spirit possession,False,,
Super Mario Odyssey,https://en.wikipedia.org/wiki/Super_Mario_Odyssey,Video games about spirit possession,True,control+female_term,"super mario odyssey is a platform game in which players control mario as he travels across 14 different worlds, known as ""kingdoms"" within the game, on the hat-shaped ship odyssey to rescue princess peach from bowser , who plans to forcibly marry her"
Tsugunai: Atonement,https://en.wikipedia.org/wiki/Tsugunai%3A_Atonement,Video games about spirit possession,False,,
Warframe,https://en.wikipedia.org/wiki/Warframe,Video games about spirit possession,False,,
White Knight Chronicles,https://en.wikipedia.org/wiki/White_Knight_Chronicles,Video games about spirit possession,False,,
Xenoblade Chronicles (video game),https://en.wikipedia.org/wiki/Xenoblade_Chronicles_%28video_game%29,Video games about spirit possession,False,,
La Pucelle: Tactics,https://en.wikipedia.org/wiki/La_Pucelle%3A_Tactics,Disgaea; Video games about exorcism,False,,
Lucifer Within Us,https://en.wikipedia.org/wiki/Lucifer_Within_Us,Video games about exorcism,False,,
The Textorcist: The Story of Ray Bibbia,https://en.wikipedia.org/wiki/The_Textorcist%3A_The_Story_of_Ray_Bibbia,Video games about exorcism,False,,
Drakengard,https://en.wikipedia.org/wiki/Drakengard,Drakengard; Video games about ghosts,False,,
Drakengard 2,https://en.wikipedia.org/wiki/Drakengard_2,Drakengard,False,,
Drakengard 3,https://en.wikipedia.org/wiki/Drakengard_3,Drakengard,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
List of Nier: Automata Ver1.1a episodes,https://en.wikipedia.org/wiki/List_of_Nier%3A_Automata_Ver1.1a_episodes,Drakengard,False,,
Music of the Drakengard series,https://en.wikipedia.org/wiki/Music_of_the_Drakengard_series,Drakengard,False,,
Nier,https://en.wikipedia.org/wiki/Nier,Drakengard; Video games about skeletons,True,protagonist+she,"while rescuing yonah from a temple after she wanders there looking for a rare flower, the protagonist meets the talking book grimoire weiss, which suggests that the two team up to use weiss's magic and to find a cure for yonah's disease, identified as the terminal black scrawl"
Music of Nier,https://en.wikipedia.org/wiki/Music_of_Nier,Drakengard,False,,
Nier Reincarnation,https://en.wikipedia.org/wiki/Nier_Reincarnation,Drakengard,False,,
Nier: Automata,https://en.wikipedia.org/wiki/Nier%3A_Automata,Drakengard,False,,
Nier: Automata Ver1.1a,https://en.wikipedia.org/wiki/Nier%3A_Automata_Ver1.1a,Drakengard,False,,
Nier: Orchestra Concert 12024 – The end of data,https://en.wikipedia.org/wiki/Nier%3A_Orchestra_Concert_12024_%E2%80%93_The_end_of_data,Drakengard,False,,
The Nier: Automata Church,https://en.wikipedia.org/wiki/The_Nier%3A_Automata_Church,Drakengard,False,,
Characters of the Drakengard series,https://en.wikipedia.org/wiki/Characters_of_the_Drakengard_series,Drakengard characters,False,,
2B (Nier: Automata),https://en.wikipedia.org/wiki/2B_%28Nier%3A_Automata%29,Drakengard characters,False,,
9S (Nier: Automata),https://en.wikipedia.org/wiki/9S_%28Nier%3A_Automata%29,Drakengard characters,False,,
Kainé,https://en.wikipedia.org/wiki/Kain%C3%A9,Drakengard characters,True,protagonist+she,"during nier she accompanies the unnamed protagonist in his quest to help a young girl called yonah, first to cure her disease and then to rescue her from a being called the shadowlord in a post-apocalyptic world beset by creatures called shades"
Machines (Nier: Automata),https://en.wikipedia.org/wiki/Machines_%28Nier%3A_Automata%29,Drakengard characters,False,,
Protagonist (Nier),https://en.wikipedia.org/wiki/Protagonist_%28Nier%29,Drakengard characters,True,control+female_term,"the protagonist is the lead and main playable character in nier , living on a post-apocalyptic earth in a village with the young girl yonah; depending on the version, he is portrayed as a young man with yonah as his sister, or an older man with yonah as his daughter"
Zero (Drakengard),https://en.wikipedia.org/wiki/Zero_%28Drakengard%29,Drakengard characters,False,,
Army of Darkness: Defense,https://en.wikipedia.org/wiki/Army_of_Darkness%3A_Defense,The Evil Dead (franchise) video games,False,,
Poker Night 2,https://en.wikipedia.org/wiki/Poker_Night_2,The Evil Dead (franchise) video games,False,,
Morrigan Aensland,https://en.wikipedia.org/wiki/Morrigan_Aensland,Demon characters in video games,True,protagonist+she,"she is implied to actually eat her victims and stated to be a direct descendant of the evil sorceress morgan le fay (with the series' protagonist, an original character named harry grimoire, being a descendant of merlin )"
Baraka (Mortal Kombat),https://en.wikipedia.org/wiki/Baraka_%28Mortal_Kombat%29,Demon characters in video games,False,,
Dante (Devil May Cry),https://en.wikipedia.org/wiki/Dante_%28Devil_May_Cry%29,Demon characters in video games,False,,
Dracula (Castlevania),https://en.wikipedia.org/wiki/Dracula_%28Castlevania%29,Castlevania characters; Demon characters in video games,False,,
Ganon,https://en.wikipedia.org/wiki/Ganon,Demon characters in video games,True,protagonist+she,a recurring storyline in the series centres around the protagonist link fighting to save princess zelda after she is captured by ganon
Grimm (Hollow Knight),https://en.wikipedia.org/wiki/Grimm_%28Hollow_Knight%29,Hollow Knight character redirects to lists; Demon characters in video games,False,,
Jevil,https://en.wikipedia.org/wiki/Jevil,Demon characters in video games,True,protagonist+she,"she takes the protagonist in after they fall into the underground and attempts to keep them from leaving due to the worry that her ex-husband would hurt them, but will be either killed or convinced to let the protagonist leave"
Jin Kazama,https://en.wikipedia.org/wiki/Jin_Kazama,Demon characters in video games,False,,
Lilith (Darkstalkers),https://en.wikipedia.org/wiki/Lilith_%28Darkstalkers%29,Demon characters in video games,False,,
Kazuya Mishima,https://en.wikipedia.org/wiki/Kazuya_Mishima,Demon characters in video games,False,,
Necrodeus,https://en.wikipedia.org/wiki/Necrodeus,Demon characters in video games,False,,
Nero (Devil May Cry),https://en.wikipedia.org/wiki/Nero_%28Devil_May_Cry%29,Demon characters in video games,False,,
Prinny,https://en.wikipedia.org/wiki/Prinny,Disgaea; Demon characters in video games,False,,
Psaro,https://en.wikipedia.org/wiki/Psaro,Demon characters in video games,False,,
Shao Kahn,https://en.wikipedia.org/wiki/Shao_Kahn,Demon characters in video games,False,,
Illidan Stormrage,https://en.wikipedia.org/wiki/Illidan_Stormrage,Demon characters in video games,False,,
Trish (Devil May Cry),https://en.wikipedia.org/wiki/Trish_%28Devil_May_Cry%29,Demon characters in video games,True,protagonist+she,"she  seeks the aid of protagonist dante in eliminating her creator, mundus"
Vergil (Devil May Cry),https://en.wikipedia.org/wiki/Vergil_%28Devil_May_Cry%29,Demon characters in video games,False,,
Devil May Cry HD Collection,https://en.wikipedia.org/wiki/Devil_May_Cry_HD_Collection,Devil May Cry games,False,,
DmC: Devil May Cry Definitive Edition,https://en.wikipedia.org/wiki/DmC%3A_Devil_May_Cry_Definitive_Edition,Devil May Cry games,False,,
List of Disgaea video games,https://en.wikipedia.org/wiki/List_of_Disgaea_video_games,Disgaea,False,,
Disgaea 6: Defiance of Destiny,https://en.wikipedia.org/wiki/Disgaea_6%3A_Defiance_of_Destiny,Disgaea; Video games about zombies,False,,
Disgaea Infinite,https://en.wikipedia.org/wiki/Disgaea_Infinite,Disgaea,False,,
Disgaea RPG,https://en.wikipedia.org/wiki/Disgaea_RPG,Disgaea,False,,
Makai Kingdom: Chronicles of the Sacred Tome,https://en.wikipedia.org/wiki/Makai_Kingdom%3A_Chronicles_of_the_Sacred_Tome,Disgaea,False,,
Makai Senki Disgaea,https://en.wikipedia.org/wiki/Makai_Senki_Disgaea,Disgaea,False,,
Phantom Brave,https://en.wikipedia.org/wiki/Phantom_Brave,Disgaea,False,,
Phantom Brave: The Lost Hero,https://en.wikipedia.org/wiki/Phantom_Brave%3A_The_Lost_Hero,Disgaea,False,,
Prinny 2,https://en.wikipedia.org/wiki/Prinny_2,Disgaea,False,,
Soul Nomad & the World Eaters,https://en.wikipedia.org/wiki/Soul_Nomad_%26_the_World_Eaters,Disgaea,True,control+female_term,"with gig's eager assistance, the player controls revya in his/her bloody rampage across the continent, as they become the tyrannical ""devourlord"" and commit atrocity after atrocity against the people of raide"
Trinity Universe,https://en.wikipedia.org/wiki/Trinity_Universe,Disgaea,False,,
List of Megami Tensei media,https://en.wikipedia.org/wiki/List_of_Megami_Tensei_media,Megami Tensei,False,,
List of Megami Tensei video games,https://en.wikipedia.org/wiki/List_of_Megami_Tensei_video_games,Megami Tensei,False,,
Kouji Okada,https://en.wikipedia.org/wiki/Kouji_Okada,Persona (series); Megami Tensei,False,,
List of Devil Survivor 2: The Animation episodes,https://en.wikipedia.org/wiki/List_of_Devil_Survivor_2%3A_The_Animation_episodes,Megami Tensei episode lists,False,,
List of Persona 4: The Animation episodes,https://en.wikipedia.org/wiki/List_of_Persona_4%3A_The_Animation_episodes,Works based on Persona (series); Persona 4; Megami Tensei episode lists,False,,
List of Persona 4: The Golden Animation episodes,https://en.wikipedia.org/wiki/List_of_Persona_4%3A_The_Golden_Animation_episodes,Works based on Persona (series); Persona 4; Megami Tensei episode lists,False,,
List of Persona: Trinity Soul episodes,https://en.wikipedia.org/wiki/List_of_Persona%3A_Trinity_Soul_episodes,Works based on Persona (series); Megami Tensei episode lists,False,,
Devil Survivor 2: The Animation,https://en.wikipedia.org/wiki/Devil_Survivor_2%3A_The_Animation,Megami Tensei anime,False,,
Digital Devil Monogatari Megami Tensei,https://en.wikipedia.org/wiki/Digital_Devil_Monogatari_Megami_Tensei,Megami Tensei anime,False,,
Persona 3 The Movie,https://en.wikipedia.org/wiki/Persona_3_The_Movie,Megami Tensei anime; Works based on Persona (series),False,,
"Persona 3 The Movie: No. 1, Spring of Birth",https://en.wikipedia.org/wiki/Persona_3_The_Movie%3A_No._1%2C_Spring_of_Birth,Megami Tensei anime; Works based on Persona (series),False,,
"Persona 3 The Movie: No. 2, Midsummer Knight's Dream",https://en.wikipedia.org/wiki/Persona_3_The_Movie%3A_No._2%2C_Midsummer_Knight%27s_Dream,Megami Tensei anime; Works based on Persona (series),False,,
"Persona 3 The Movie: No. 3, Falling Down",https://en.wikipedia.org/wiki/Persona_3_The_Movie%3A_No._3%2C_Falling_Down,Megami Tensei anime; Works based on Persona (series),False,,
"Persona 3 The Movie: No. 4, Winter of Rebirth",https://en.wikipedia.org/wiki/Persona_3_The_Movie%3A_No._4%2C_Winter_of_Rebirth,Megami Tensei anime; Works based on Persona (series),False,,
Persona 4: The Animation,https://en.wikipedia.org/wiki/Persona_4%3A_The_Animation,Megami Tensei anime; Works based on Persona (series); Persona 4,False,,
Persona 5: The Animation,https://en.wikipedia.org/wiki/Persona_5%3A_The_Animation,Works based on Persona (series); Megami Tensei anime; Persona 5,False,,
Persona: Trinity Soul,https://en.wikipedia.org/wiki/Persona%3A_Trinity_Soul,Megami Tensei anime; Works based on Persona (series),False,,
Shin Megami Tensei: Devil Children: Light and Dark,https://en.wikipedia.org/wiki/Shin_Megami_Tensei%3A_Devil_Children%3A_Light_and_Dark,Megami Tensei anime,False,,
Tokyo Revelation,https://en.wikipedia.org/wiki/Tokyo_Revelation,Megami Tensei anime,False,,
Persona (series),https://en.wikipedia.org/wiki/Persona_%28series%29,Persona (series),False,,
Aegis: The First Mission,https://en.wikipedia.org/wiki/Aegis%3A_The_First_Mission,Persona (series),False,,
BlazBlue: Cross Tag Battle,https://en.wikipedia.org/wiki/BlazBlue%3A_Cross_Tag_Battle,Persona (series),False,,
Katsura Hashino,https://en.wikipedia.org/wiki/Katsura_Hashino,Persona (series),False,,
Kazuma Kaneko,https://en.wikipedia.org/wiki/Kazuma_Kaneko,Persona (series),False,,
Shoji Meguro,https://en.wikipedia.org/wiki/Shoji_Meguro,Persona (series),False,,
Onsen Nozokimi Daisakusen,https://en.wikipedia.org/wiki/Onsen_Nozokimi_Daisakusen,Persona (series),False,,
Persona 2,https://en.wikipedia.org/wiki/Persona_2,Persona (series),False,,
Persona 3: Dancing in Moonlight and Persona 5: Dancing in Starlight,https://en.wikipedia.org/wiki/Persona_3%3A_Dancing_in_Moonlight_and_Persona_5%3A_Dancing_in_Starlight,Persona (series); Persona 5,True,explicit_phrase,Contains explicit phrase 'female protagonist'.
